date,close,type
2017-11-09,0.0014149999478831,actual
2017-11-10,0.0011630000080913,actual
2017-11-11,0.0012009999481961,actual
2017-11-12,0.0010379999876022,actual
2017-11-13,0.001211000024341,actual
2017-11-14,0.0011840000515803,actual
2017-11-15,0.0013389999512583,actual
2017-11-16,0.0013899999903514,actual
2017-11-17,0.0013129999861121,actual
2017-11-18,0.0013729999773204,actual
2017-11-19,0.0013760000001639,actual
2017-11-20,0.0013940000208094,actual
2017-11-21,0.001388999982737,actual
2017-11-22,0.0018230000277981,actual
2017-11-23,0.001890999963507,actual
2017-11-24,0.0019079999765381,actual
2017-11-25,0.0020719999447464,actual
2017-11-26,0.002026000060141,actual
2017-11-27,0.0019880000036209,actual
2017-11-28,0.0023630000650882,actual
2017-11-29,0.0020800000056624,actual
2017-11-30,0.0020789999980479,actual
2017-12-01,0.0021480000577867,actual
2017-12-02,0.0021490000654011,actual
2017-12-03,0.0022229999303817,actual
2017-12-04,0.002462999895215,actual
2017-12-05,0.0024790000170469,actual
2017-12-06,0.0026630000211298,actual
2017-12-07,0.0027199999894946,actual
2017-12-08,0.0027789999730885,actual
2017-12-09,0.0026169999036937,actual
2017-12-10,0.0025470000691711,actual
2017-12-11,0.0027979998849332,actual
2017-12-12,0.0033040000125765,actual
2017-12-13,0.0034610000438988,actual
2017-12-14,0.003709000069648,actual
2017-12-15,0.0037620000075548,actual
2017-12-16,0.0059329997748136,actual
2017-12-17,0.0059839999303221,actual
2017-12-18,0.00643299985677,actual
2017-12-19,0.0056659998372197,actual
2017-12-20,0.0066610001958906,actual
2017-12-21,0.0074249999597668,actual
2017-12-22,0.0060539999976754,actual
2017-12-23,0.0072590000927448,actual
2017-12-24,0.0085819996893405,actual
2017-12-25,0.0089309997856616,actual
2017-12-26,0.0094109997153282,actual
2017-12-27,0.0088719995692372,actual
2017-12-28,0.0084859998896718,actual
2017-12-29,0.0093909995630383,actual
2017-12-30,0.0078600002452731,actual
2017-12-31,0.0089720003306865,actual
2018-01-01,0.0089090000838041,actual
2018-01-02,0.0091450000181794,actual
2018-01-03,0.0093200001865625,actual
2018-01-04,0.0096439998596906,actual
