date,close,type
2017-11-09,0.2174880057573318,actual
2017-11-10,0.2064830064773559,actual
2017-11-11,0.2104299962520599,actual
2017-11-12,0.1973389983177185,actual
2017-11-13,0.2034420073032379,actual
2017-11-14,0.2098249942064285,actual
2017-11-15,0.2129559963941574,actual
2017-11-16,0.2271070033311844,actual
2017-11-17,0.2265810072422027,actual
2017-11-18,0.2286269962787628,actual
2017-11-19,0.231015995144844,actual
2017-11-20,0.2387589961290359,actual
2017-11-21,0.2332710027694702,actual
2017-11-22,0.2388589978218078,actual
2017-11-23,0.2424020022153854,actual
2017-11-24,0.2446420043706894,actual
2017-11-25,0.2523930072784424,actual
2017-11-26,0.2488179951906204,actual
2017-11-27,0.2539269924163818,actual
2017-11-28,0.2991519868373871,actual
2017-11-29,0.2430640012025833,actual
2017-11-30,0.2508780062198639,actual
2017-12-01,0.2556990087032318,actual
2017-12-02,0.2554920017719269,actual
2017-12-03,0.2525579929351806,actual
2017-12-04,0.2535710036754608,actual
2017-12-05,0.2461010068655014,actual
2017-12-06,0.2325440049171447,actual
2017-12-07,0.2228229939937591,actual
2017-12-08,0.2521249949932098,actual
2017-12-09,0.2447080016136169,actual
2017-12-10,0.2373329997062683,actual
2017-12-11,0.2516910135746002,actual
2017-12-12,0.373540997505188,actual
2017-12-13,0.4710629880428314,actual
2017-12-14,0.8642629981040955,actual
2017-12-15,0.756181001663208,actual
2017-12-16,0.7586420178413391,actual
2017-12-17,0.7283660173416138,actual
2017-12-18,0.7784069776535034,actual
2017-12-19,0.7912570238113403,actual
2017-12-20,0.7759640216827393,actual
2017-12-21,1.193060040473938,actual
2017-12-22,1.1382800340652466,actual
2017-12-23,1.174340009689331,actual
2017-12-24,1.0439499616622925,actual
2017-12-25,1.1223200559616089,actual
2017-12-26,1.1894899606704712,actual
2017-12-27,1.3996399641036987,actual
2017-12-28,1.4308799505233765,actual
2017-12-29,2.214600086212158,actual
2017-12-30,2.159019947052002,actual
2017-12-31,2.300570011138916,actual
2018-01-01,2.3910300731658936,actual
2018-01-02,2.4809000492095947,actual
2018-01-03,3.105370044708252,actual
2018-01-04,3.1966300010681152,actual
2018-01-05,3.0487101078033447,actual
2018-01-06,3.0939700603485107,actual
2018-01-07,3.377810001373291,actual
2018-01-08,2.456209897994995,actual
2018-01-09,2.1017799377441406,actual
2018-01-10,1.974920034408569,actual
2018-01-11,1.9507999420166016,actual
2018-01-12,2.043230056762696,actual
2018-01-13,2.0213499069213867,actual
2018-01-14,1.8611899614334104,actual
2018-01-15,1.676730036735535,actual
2018-01-16,1.1792399883270264,actual
2018-01-17,1.306339979171753,actual
2018-01-18,1.5965800285339355,actual
2018-01-19,1.552049994468689,actual
2018-01-20,1.5786199569702148,actual
2018-01-21,1.3800400495529177,actual
2018-01-22,1.3573499917984009,actual
2018-01-23,1.3370699882507324,actual
2018-01-24,1.357149958610535,actual
2018-01-25,1.3122299909591677,actual
2018-01-26,1.217270016670227,actual
2018-01-27,1.2191100120544434,actual
2018-01-28,1.3996000289916992,actual
2018-01-29,1.3239699602127075,actual
2018-01-30,1.1385600566864014,actual
2018-01-31,1.1623899936676023,actual
2018-02-01,0.9625300168991088,actual
2018-02-02,0.8847839832305908,actual
2018-02-03,0.9240429997444152,actual
2018-02-04,0.8157029747962952,actual
2018-02-05,0.691798985004425,actual
2018-02-06,0.7763929963111877,actual
2018-02-07,0.7238950133323669,actual
2018-02-08,0.8052629828453064,actual
2018-02-09,0.9544280171394348,actual
2018-02-10,1.070739984512329,actual
2018-02-11,1.0041600465774536,actual
2018-02-12,1.0810099840164185,actual
2018-02-13,1.0274100303649902,actual
2018-02-14,1.1416200399398804,actual
2018-02-15,1.1468600034713743,actual
2018-02-16,1.1380300521850586,actual
2018-02-17,1.2049800157546997,actual
2018-02-18,1.120460033416748,actual
2018-02-19,1.1444200277328491,actual
2018-02-20,1.089460015296936,actual
2018-02-21,1.0153900384902954,actual
2018-02-22,0.9417880177497864,actual
2018-02-23,0.9988549947738647,actual
2018-02-24,0.9544020295143129,actual
2018-02-25,0.943486988544464,actual
2018-02-26,0.9568589925765992,actual
2018-02-27,0.9473050236701964,actual
2018-02-28,0.904582977294922,actual
2018-03-01,0.9283469915390016,actual
2018-03-02,0.9101439714431764,actual
2018-03-03,0.907804012298584,actual
2018-03-04,1.0055400133132937,actual
2018-03-05,0.9593679904937744,actual
2018-03-06,0.9228870272636414,actual
2018-03-07,0.871209979057312,actual
2018-03-08,0.8258569836616516,actual
2018-03-09,0.8497610092163086,actual
2018-03-10,0.7966269850730896,actual
2018-03-11,0.8311219811439514,actual
2018-03-12,0.8010479807853699,actual
2018-03-13,0.7897109985351562,actual
2018-03-14,0.7019019722938538,actual
2018-03-15,0.6972690224647522,actual
2018-03-16,0.6892600059509277,actual
2018-03-17,0.6378560066223145,actual
2018-03-18,0.6587769985198975,actual
2018-03-19,0.7490800023078918,actual
2018-03-20,0.7098079919815063,actual
2018-03-21,0.693664014339447,actual
2018-03-22,0.6627429723739624,actual
2018-03-23,0.6431739926338196,actual
2018-03-24,0.6412649750709534,actual
2018-03-25,0.6418750286102295,actual
2018-03-26,0.5994629859924316,actual
2018-03-27,0.5779169797897339,actual
2018-03-28,0.5780019760131836,actual
2018-03-29,0.5115110278129578,actual
2018-03-30,0.509564995765686,actual
2018-03-31,0.5123530030250549,actual
2018-04-01,0.4850809872150421,actual
2018-04-02,0.5006880164146423,actual
2018-04-03,0.5580440163612366,actual
2018-04-04,0.5016310214996338,actual
2018-04-05,0.4958010017871856,actual
2018-04-06,0.4764310121536255,actual
2018-04-07,0.487866997718811,actual
2018-04-08,0.5003979802131653,actual
2018-04-09,0.4918549954891205,actual
2018-04-10,0.4919309914112091,actual
2018-04-11,0.5395060181617737,actual
2018-04-12,0.6287369728088379,actual
2018-04-13,0.6380869746208191,actual
2018-04-14,0.6321840286254883,actual
2018-04-15,0.6825339794158936,actual
2018-04-16,0.6632969975471497,actual
2018-04-17,0.6569330096244812,actual
2018-04-18,0.7089319825172424,actual
2018-04-19,0.7919759750366211,actual
2018-04-20,0.924465000629425,actual
2018-04-21,0.8731030225753784,actual
2018-04-22,0.8699949979782104,actual
2018-04-23,0.8766570091247559,actual
2018-04-24,0.934781014919281,actual
2018-04-25,0.8006070256233215,actual
2018-04-26,0.8524140119552612,actual
2018-04-27,0.813884973526001,actual
2018-04-28,0.8638039827346802,actual
2018-04-29,0.8727779984474182,actual
2018-04-30,0.8379380106925964,actual
2018-05-01,0.8414070010185242,actual
2018-05-02,0.8590940237045288,actual
2018-05-03,0.8844659924507141,actual
2018-05-04,0.895442008972168,actual
2018-05-05,0.9051030278205872,actual
2018-05-06,0.8714240193367004,actual
2018-05-07,0.8326410055160522,actual
2018-05-08,0.8139700293540955,actual
2018-05-09,0.8020430207252502,actual
2018-05-10,0.7582370042800903,actual
2018-05-11,0.6849480271339417,actual
2018-05-12,0.6967350244522095,actual
2018-05-13,0.745747983455658,actual
2018-05-14,0.7408980131149292,actual
